matricula;marca;modelo;precio;descuento;localizacion;tipo;kilometros;fecha matriculacion;potencia;garantia;puertas;cambio;imagen;descripcion
1827rby;cadillac;escalade;3603.6;25.67;ourense;turismo;243742;2011-04-06;56;16 meses;5 puertas;automatico;coche/cochemarron.jpg;rby estas con las letras de mi matricula
4038uzg;chevrolet;captiva;5405.2;92.56;girona;turismo;241464;2003-03-11;130;10 meses;2 puertas;automatico;coche/cocheturquesa.jpeg;uzg estas con las letras de mi matricula
8668cro;renault;megane;1987.76;25.1;guadalajara;descapotable;301226;1987-10-19;197;4 meses;3 puertas;manual;coche/cochemarron.jpg;cro estas con las letras de mi matricula
6193rba;ford;fiesta;7779.8;17.49;avila;descapotable;309876;1972-12-12;92;20 meses;2 puertas;automatico;coche/cocheturquesa.jpeg;rba estas con las letras de mi matricula
9254zbm;mercedes;clase c;6580.01;87.97;granada;descapotable;363798;2020-01-11;140;12 meses;5 puertas;manual;coche/cocherojo.jpg;zbm estas con las letras de mi matricula
6198fxb;hyhundai;genesis;781.17;43.46;huesca;sedan;398950;2013-03-02;101;30 meses;4 puertas;manual;coche/cochenaranja.jpg;fxb estas con las letras de mi matricula
7858zha;mercedes;clase c;8037.03;39.21;ciudad real;turismo;444740;2006-03-26;83;12 meses;2 puertas;manual;coche/cocheturquesa.jpeg;zha estas con las letras de mi matricula
5890avi;chevrolet;corvette;3093.43;19.1;burgos;sedan;152048;2003-08-14;151;28 meses;2 puertas;manual;coche/cochemarron.jpg;avi estas con las letras de mi matricula
2678ggq;land rover;defender;9163.47;45.59;segovia;turismo;377814;2018-05-03;46;20 meses;4 puertas;automatico;coche/cocherojo.jpg;ggq estas con las letras de mi matricula
4494oyc;ford;tourne;7269.01;26.73;vizcaya;turismo;252297;2002-02-25;88;12 meses;4 puertas;automatico;coche/cocheturquesa.jpeg;oyc estas con las letras de mi matricula
7948sfr;citroen;berlingo;3179.98;25.73;santa cruz de tenerife;sedan;39812;2005-12-13;40;20 meses;5 puertas;automatico;coche/cocherojo.jpg;sfr estas con las letras de mi matricula
0771qhv;chevrolet;cruze;9084.15;96.41;las palmas;sedan;304636;1983-04-25;96;4 meses;4 puertas;manual;coche/cochenaranja.jpg;qhv estas con las letras de mi matricula
6058zlr;chevrolet;aveo;8960.56;15.32;albacete;turismo;113655;2017-07-25;36;14 meses;4 puertas;automatico;coche/cochenaranja.jpg;zlr estas con las letras de mi matricula
2607ndl;ford;tourne;5565.7;70.86;lleida;sedan;375617;2018-07-01;135;4 meses;4 puertas;automatico;coche/cochenegro.jpg;ndl estas con las letras de mi matricula
4754fzx;mercedes;clase c;7242.65;43.06;huelva;sedan;153990;2003-01-09;144;6 meses;5 puertas;manual;coche/cochenegro.jpg;fzx estas con las letras de mi matricula
1616fqx;kia;sorento;8563.44;23.77;caceres;turismo;103917;1977-11-19;179;24 meses;2 puertas;manual;coche/cocheturquesa.jpeg;fqx estas con las letras de mi matricula
2113ynn;fiat;tipo;6035.14;10.01;a coruna;sedan;282823;1975-02-18;24;18 meses;5 puertas;manual;coche/cocherojo.jpg;ynn estas con las letras de mi matricula
8682yjb;kia;rio;9142.08;15.26;alicante;descapotable;159499;1978-08-20;36;2 meses;4 puertas;manual;coche/cochemarron.jpg;yjb estas con las letras de mi matricula
7908cxu;lexus;ls;1446.37;15.52;a coruna;descapotable;267669;1992-10-05;10;6 meses;4 puertas;automatico;coche/cochenegro.jpg;cxu estas con las letras de mi matricula
0649kzn;honda;cr-v;1014.2;81.96;leon;turismo;439122;2007-03-23;172;2 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;kzn estas con las letras de mi matricula
1043ilb;audi;q5;1831.2;1.52;avila;sedan;355098;1997-11-08;110;2 meses;3 puertas;manual;coche/cocheturquesa.jpeg;ilb estas con las letras de mi matricula
9907mgu;citroen;aircross;6675.99;72.34;jaen;turismo;356634;1990-10-08;20;10 meses;3 puertas;automatico;coche/cochenaranja.jpg;mgu estas con las letras de mi matricula
2328djc;mercedes;clase c;2954.95;14.7;pontevedra;descapotable;207333;1976-09-15;72;14 meses;2 puertas;automatico;coche/cocherojo.jpg;djc estas con las letras de mi matricula
4394mdr;mercedes;clase a;9783.67;48.75;teruel;turismo;327204;1998-06-01;141;2 meses;2 puertas;automatico;coche/cochemarron.jpg;mdr estas con las letras de mi matricula
9776xnt;audi;a4;5075.78;94.19;madrid;sedan;443184;2021-10-06;120;18 meses;4 puertas;manual;coche/cochemarron.jpg;xnt estas con las letras de mi matricula
0254uik;bmw;serie1;6959.28;15.95;cantabria;sedan;442292;1990-11-15;156;24 meses;4 puertas;manual;coche/cochenegro.jpg;uik estas con las letras de mi matricula
1373nzf;chevrolet;aveo;506.55;13.54;almeria;sedan;154219;1979-09-29;126;18 meses;5 puertas;manual;coche/cochenegro.jpg;nzf estas con las letras de mi matricula
8619wlc;ford;fiesta;4454.99;5.93;navarra;turismo;349343;1982-10-19;46;30 meses;2 puertas;automatico;coche/cochenaranja.jpg;wlc estas con las letras de mi matricula
2523afw;renault;captur;5918.76;55.09;segovia;sedan;341903;1975-03-04;54;24 meses;5 puertas;manual;coche/cocheturquesa.jpeg;afw estas con las letras de mi matricula
4074ybs;ford;focus;494.45;30.39;ceuta;sedan;176121;2011-10-03;62;4 meses;2 puertas;manual;coche/cochemarron.jpg;ybs estas con las letras de mi matricula
9834yaj;fiat;tipo;1659.52;11.5;granada;descapotable;338879;1982-06-26;148;14 meses;4 puertas;automatico;coche/cocherojo.jpg;yaj estas con las letras de mi matricula
5524osu;cadillac;escalade;1252.46;7.72;avila;sedan;115749;2005-09-05;2;2 meses;4 puertas;automatico;coche/cochemarron.jpg;osu estas con las letras de mi matricula
2007emg;seat;cordoba;3605.01;99.0;lugo;turismo;415012;2002-06-24;186;8 meses;2 puertas;automatico;coche/cocherojo.jpg;emg estas con las letras de mi matricula
7122jcg;cadillac;ct6;5228.43;45.5;lugo;descapotable;447787;1970-07-16;187;10 meses;4 puertas;automatico;coche/cochemarron.jpg;jcg estas con las letras de mi matricula
7741sdt;seat;cordoba;6122.92;67.28;jaen;descapotable;123970;1976-01-13;64;14 meses;2 puertas;manual;coche/cocheturquesa.jpeg;sdt estas con las letras de mi matricula
6291ddr;ford;mondeo;7790.02;80.14;huesca;sedan;265187;2006-09-19;156;20 meses;5 puertas;automatico;coche/cochenegro.jpg;ddr estas con las letras de mi matricula
6968aqm;kia;sorento;7034.92;72.83;burgos;sedan;469404;2018-11-21;195;20 meses;5 puertas;automatico;coche/cochenegro.jpg;aqm estas con las letras de mi matricula
2141cgi;renault;megane;4862.86;76.11;almeria;sedan;311231;1976-12-14;153;24 meses;3 puertas;manual;coche/cochemarron.jpg;cgi estas con las letras de mi matricula
7910pag;ford;fiesta;1619.86;28.54;santa cruz de tenerife;sedan;277703;1996-10-21;88;12 meses;5 puertas;manual;coche/cochenegro.jpg;pag estas con las letras de mi matricula
5078xot;kia;picanto;2915.54;54.33;la rioja;sedan;464641;2003-11-11;192;10 meses;5 puertas;manual;coche/cocheturquesa.jpeg;xot estas con las letras de mi matricula
3535gkz;ford;mondeo;548.39;0.32;jaen;sedan;479122;1976-07-13;111;24 meses;2 puertas;automatico;coche/cochegranate.jpg;gkz estas con las letras de mi matricula
8403wxd;honda;jazz;3006.04;88.93;melilla;sedan;299686;1986-05-09;47;28 meses;5 puertas;automatico;coche/cocherojo.jpg;wxd estas con las letras de mi matricula
4798bmx;renault;megane;9890.54;43.4;granada;sedan;28832;2009-08-03;113;30 meses;2 puertas;manual;coche/cochenaranja.jpg;bmx estas con las letras de mi matricula
8484fwd;mercedes;clase a;371.51;23.28;burgos;descapotable;426045;2018-02-23;161;14 meses;5 puertas;automatico;coche/cochenegro.jpg;fwd estas con las letras de mi matricula
1787vuj;hyhundai;sonata;6375.85;93.88;ourense;descapotable;50405;1986-12-30;133;6 meses;4 puertas;manual;coche/cocherojo.jpg;vuj estas con las letras de mi matricula
5867tee;honda;hr-v;202.8;56.51;guipuzcoa;turismo;68342;2019-01-15;33;20 meses;3 puertas;automatico;coche/cochemarron.jpg;tee estas con las letras de mi matricula
8901szw;kia;picanto;3127.29;16.07;cadiz;sedan;128995;1998-03-03;102;28 meses;3 puertas;manual;coche/cocheturquesa.jpeg;szw estas con las letras de mi matricula
7783vpe;citroen;c4;6117.96;77.58;ourense;turismo;276987;1999-10-15;61;22 meses;5 puertas;manual;coche/cocheturquesa.jpeg;vpe estas con las letras de mi matricula
0628ubw;citroen;aircross;1522.51;10.44;huesca;descapotable;450961;2006-08-10;97;20 meses;5 puertas;automatico;coche/cochemarron.jpg;ubw estas con las letras de mi matricula
8917rec;chevrolet;corvette;1218.16;28.86;lleida;turismo;322351;1995-10-24;76;28 meses;3 puertas;manual;coche/cocheturquesa.jpeg;rec estas con las letras de mi matricula
3523gcr;honda;hr-v;3841.99;55.78;caceres;sedan;494815;1999-10-17;150;2 meses;5 puertas;automatico;coche/cochemarron.jpg;gcr estas con las letras de mi matricula
8742ozk;seat;cordoba;1103.95;29.18;valencia;turismo;498317;2005-11-06;137;4 meses;2 puertas;manual;coche/cocheturquesa.jpeg;ozk estas con las letras de mi matricula
2436hln;chevrolet;captiva;7375.55;92.4;caceres;descapotable;361232;1983-03-30;129;18 meses;5 puertas;manual;coche/cocherojo.jpg;hln estas con las letras de mi matricula
4821tqd;renault;megane;2911.51;72.72;la rioja;turismo;485584;2017-09-12;57;16 meses;5 puertas;manual;coche/cocherojo.jpg;tqd estas con las letras de mi matricula
4864oyn;citroen;c4;6886.68;31.87;albacete;sedan;351229;2003-08-03;77;28 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;oyn estas con las letras de mi matricula
4270hrx;ford;mondeo;1629.9;3.8;ourense;descapotable;139043;1972-07-26;27;22 meses;5 puertas;automatico;coche/cocheturquesa.jpeg;hrx estas con las letras de mi matricula
6578ate;audi;a6;7440.92;64.16;melilla;sedan;278638;2000-10-08;70;16 meses;4 puertas;automatico;coche/cocherojo.jpg;ate estas con las letras de mi matricula
3031nic;renault;megane;6613.91;64.07;lleida;turismo;255319;2017-10-05;3;24 meses;4 puertas;manual;coche/cochegranate.jpg;nic estas con las letras de mi matricula
2133jxw;kia;picanto;5648.11;74.85;guipuzcoa;descapotable;429442;2008-01-01;20;18 meses;2 puertas;automatico;coche/cocheturquesa.jpeg;jxw estas con las letras de mi matricula
5783bzy;seat;cordoba;3356.01;66.47;a coruna;turismo;328254;2018-11-29;1;30 meses;2 puertas;manual;coche/cochenaranja.jpg;bzy estas con las letras de mi matricula
5362ydj;audi;a6;280.43;80.1;barcelona;sedan;199407;1975-02-08;84;20 meses;5 puertas;manual;coche/cochemarron.jpg;ydj estas con las letras de mi matricula
8609blw;cadillac;ats;4602.23;0.53;lleida;descapotable;354695;1996-10-25;156;24 meses;5 puertas;manual;coche/cochemarron.jpg;blw estas con las letras de mi matricula
5450hcx;hyhundai;elantra;9429.38;50.1;huelva;turismo;289131;1998-10-28;118;30 meses;5 puertas;automatico;coche/cochenegro.jpg;hcx estas con las letras de mi matricula
2203xot;cadillac;ats;7359.62;29.15;toledo;turismo;31366;1977-03-01;18;20 meses;5 puertas;automatico;coche/cocherojo.jpg;xot estas con las letras de mi matricula
0728lkp;lexus;ls;2166.1;65.92;palencia;sedan;312571;1992-12-18;141;28 meses;4 puertas;manual;coche/cochegranate.jpg;lkp estas con las letras de mi matricula
3936ujp;land rover;discovery;4470.36;2.37;pontevedra;descapotable;238813;2012-02-05;71;8 meses;3 puertas;manual;coche/cocherojo.jpg;ujp estas con las letras de mi matricula
3907lqk;cadillac;ats;8616.92;74.84;madrid;turismo;459150;2006-07-23;177;2 meses;4 puertas;manual;coche/cochemarron.jpg;lqk estas con las letras de mi matricula
9148wne;audi;q5;8572.38;18.32;valladolid;descapotable;209264;1988-06-10;139;30 meses;4 puertas;manual;coche/cochenegro.jpg;wne estas con las letras de mi matricula
9979jfz;chevrolet;cruze;315.88;48.14;ourense;turismo;117036;1989-12-15;156;4 meses;2 puertas;automatico;coche/cochenaranja.jpg;jfz estas con las letras de mi matricula
2444omh;audi;a4;4213.89;47.23;huesca;turismo;213658;1974-10-06;73;22 meses;4 puertas;manual;coche/cochenegro.jpg;omh estas con las letras de mi matricula
5792daw;renault;captur;2220.0;92.44;ourense;sedan;145298;1994-04-23;134;12 meses;2 puertas;automatico;coche/cochenegro.jpg;daw estas con las letras de mi matricula
3549sbr;hyhundai;sonata;2157.25;68.18;huesca;sedan;150921;2001-06-01;98;16 meses;2 puertas;automatico;coche/cochegranate.jpg;sbr estas con las letras de mi matricula
6235rwp;citroen;c3;8661.91;53.1;huesca;sedan;450878;2001-03-20;23;6 meses;4 puertas;manual;coche/cochenaranja.jpg;rwp estas con las letras de mi matricula
5910bnz;lexus;rx;122.19;68.45;soria;descapotable;479514;1996-08-29;154;6 meses;4 puertas;automatico;coche/cochemarron.jpg;bnz estas con las letras de mi matricula
6717ezg;bmw;serie 5;7155.23;37.27;las palmas;descapotable;342028;2001-12-05;95;6 meses;2 puertas;automatico;coche/cochegranate.jpg;ezg estas con las letras de mi matricula
6018pac;honda;jazz;295.1;98.59;a coruna;sedan;342882;2015-09-17;192;6 meses;3 puertas;manual;coche/cochemarron.jpg;pac estas con las letras de mi matricula
9486gor;hyhundai;sonata;5772.81;31.87;valladolid;sedan;492573;1985-08-03;90;16 meses;5 puertas;manual;coche/cocheturquesa.jpeg;gor estas con las letras de mi matricula
2101nbv;renault;captur;2151.61;21.3;valencia;descapotable;4766;1996-09-14;105;12 meses;3 puertas;manual;coche/cochegranate.jpg;nbv estas con las letras de mi matricula
5707qrf;ford;custom;5492.75;15.47;girona;descapotable;267618;1986-06-21;26;24 meses;4 puertas;automatico;coche/cochegranate.jpg;qrf estas con las letras de mi matricula
6101aiz;lexus;ls;3316.14;81.45;alaba;sedan;350820;2002-04-18;10;18 meses;2 puertas;manual;coche/cochegranate.jpg;aiz estas con las letras de mi matricula
4392zee;mercedes;clase a;7972.71;20.83;murcia;sedan;39365;2000-04-09;11;2 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;zee estas con las letras de mi matricula
3012chk;chevrolet;aveo;343.09;13.99;toledo;sedan;53019;1992-05-13;121;18 meses;4 puertas;manual;coche/cochenegro.jpg;chk estas con las letras de mi matricula
5364fls;ford;custom;9043.04;15.29;ciudad real;turismo;439950;2005-08-29;62;2 meses;5 puertas;manual;coche/cocherojo.jpg;fls estas con las letras de mi matricula
2475jyl;chevrolet;aveo;5140.71;5.81;almeria;descapotable;113546;1986-07-14;182;12 meses;3 puertas;automatico;coche/cochemarron.jpg;jyl estas con las letras de mi matricula
3946xkw;cadillac;ats;492.7;63.45;castellon;turismo;235817;1974-03-14;53;18 meses;3 puertas;automatico;coche/cochenegro.jpg;xkw estas con las letras de mi matricula
6136gie;mercedes;clase c;5543.33;25.71;malaga;turismo;60165;1992-07-24;161;18 meses;3 puertas;manual;coche/cochegranate.jpg;gie estas con las letras de mi matricula
7282quc;ford;mondeo;35.42;89.42;jaen;descapotable;390817;2005-12-27;9;22 meses;3 puertas;manual;coche/cocheturquesa.jpeg;quc estas con las letras de mi matricula
2434zuq;seat;cordoba;1271.79;1.14;caceres;descapotable;282538;2020-03-07;133;8 meses;4 puertas;automatico;coche/cochenegro.jpg;zuq estas con las letras de mi matricula
3358xkt;seat;cordoba;8884.93;63.85;girona;sedan;487038;1978-02-16;199;30 meses;4 puertas;manual;coche/cochemarron.jpg;xkt estas con las letras de mi matricula
9683hro;cadillac;escalade;412.68;58.45;lleida;descapotable;403596;1996-09-05;144;14 meses;2 puertas;manual;coche/cochegranate.jpg;hro estas con las letras de mi matricula
7868eud;ford;mondeo;146.28;63.72;teruel;turismo;282571;2019-09-09;39;10 meses;2 puertas;manual;coche/cocherojo.jpg;eud estas con las letras de mi matricula
9892hrg;fiat;panda;4049.39;76.33;navarra;descapotable;341407;1993-09-01;200;28 meses;5 puertas;manual;coche/cochegranate.jpg;hrg estas con las letras de mi matricula
9649pnb;audi;q5;1114.71;63.44;almeria;descapotable;469127;2016-08-18;14;28 meses;4 puertas;manual;coche/cochenegro.jpg;pnb estas con las letras de mi matricula
6973atj;audi;tt;6445.48;2.01;islas baleares;descapotable;180640;1988-04-18;136;2 meses;2 puertas;automatico;coche/cochemarron.jpg;atj estas con las letras de mi matricula
2322rie;chevrolet;aveo;2321.73;14.65;palencia;descapotable;443368;2021-03-24;41;4 meses;5 puertas;automatico;coche/cochenegro.jpg;rie estas con las letras de mi matricula
7413doa;citroen;aircross;9082.41;96.12;islas baleares;turismo;485335;2019-05-08;122;20 meses;3 puertas;automatico;coche/cocherojo.jpg;doa estas con las letras de mi matricula
2720bfz;kia;picanto;6194.96;58.04;sevilla;sedan;78181;2001-05-12;98;18 meses;5 puertas;automatico;coche/cochemarron.jpg;bfz estas con las letras de mi matricula
6411zvz;honda;hr-v;3422.27;86.89;toledo;turismo;53005;1991-01-26;163;10 meses;4 puertas;automatico;coche/cocheturquesa.jpeg;zvz estas con las letras de mi matricula
3699bzh;cadillac;escalade;125.57;31.84;soria;sedan;203242;1984-11-28;103;22 meses;5 puertas;manual;coche/cocherojo.jpg;bzh estas con las letras de mi matricula
2407zfd;bmw;serie 3;2066.08;20.29;granada;turismo;104837;1992-06-30;101;22 meses;2 puertas;manual;coche/cochenaranja.jpg;zfd estas con las letras de mi matricula
9440kdp;audi;tt;3526.66;80.53;toledo;sedan;366175;2002-08-26;84;24 meses;4 puertas;automatico;coche/cochegranate.jpg;kdp estas con las letras de mi matricula
6997bcf;bmw;serie 1;6678.56;49.84;lleida;descapotable;100138;1992-08-21;92;30 meses;3 puertas;automatico;coche/cochenaranja.jpg;bcf estas con las letras de mi matricula
0301afj;mercedes;clase a;2911.59;36.18;toledo;sedan;464423;1986-05-30;124;20 meses;4 puertas;automatico;coche/cochegranate.jpg;afj estas con las letras de mi matricula
2564itn;kia;picanto;2295.22;90.01;sevilla;sedan;261637;1979-07-04;197;20 meses;4 puertas;manual;coche/cochemarron.jpg;itn estas con las letras de mi matricula
7135bgk;citroen;aircross;1130.02;36.52;ourense;descapotable;7410;2017-08-19;26;4 meses;2 puertas;automatico;coche/cocherojo.jpg;bgk estas con las letras de mi matricula
5892rau;cadillac;ct6;6666.78;34.31;alicante;turismo;156363;2001-07-14;68;16 meses;2 puertas;manual;coche/cochenegro.jpg;rau estas con las letras de mi matricula
0872ibn;ford;mondeo;1005.45;48.31;valencia;sedan;6275;1975-09-06;179;20 meses;5 puertas;manual;coche/cocheturquesa.jpeg;ibn estas con las letras de mi matricula
8322ycx;ford;mondeo;7359.13;60.04;asturias;descapotable;248375;1974-05-04;122;12 meses;3 puertas;automatico;coche/cocheturquesa.jpeg;ycx estas con las letras de mi matricula
4030mdz;cadillac;escalade;1149.38;59.4;santa cruz de tenerife;descapotable;168749;2008-07-27;16;18 meses;3 puertas;manual;coche/cochenegro.jpg;mdz estas con las letras de mi matricula
3167ghm;chevrolet;cruze;6042.63;6.04;palencia;sedan;81011;2002-04-21;101;2 meses;4 puertas;automatico;coche/cocheturquesa.jpeg;ghm estas con las letras de mi matricula
7161lnv;porsche;spyder;7854.37;14.82;cadiz;sedan;126468;1998-01-20;106;6 meses;2 puertas;manual;coche/cochemarron.jpg;lnv estas con las letras de mi matricula
3520jvh;hyhundai;sonata;9899.0;13.58;barcelona;turismo;254419;1985-03-24;13;24 meses;3 puertas;manual;coche/cochemarron.jpg;jvh estas con las letras de mi matricula
6589xaf;lexus;ls;8991.72;35.38;albacete;descapotable;155385;1989-02-26;89;6 meses;3 puertas;automatico;coche/cochenaranja.jpg;xaf estas con las letras de mi matricula
